time,raw_emg
1.503,0.1666
1.504,0.1046
1.505,0.1679
1.506,0.1313
1.507,0.0161
1.508,-0.0091
1.509,-0.0372
1.51,-0.2128
1.511,-0.334
1.512,-0.4898
1.513,-0.5594
1.514,-0.4683
1.515,-0.5686
1.516,-0.603
1.517,-0.5865
1.518,-0.4645
1.519,-0.4005
1.52,-0.1448
1.521,-0.1081
1.522,0.0672
1.523,0.0334
1.524,0.169
1.525,0.1731
1.526,0.2276
1.527,0.0727
1.528,0.1333
1.529,-0.1112
1.53,-0.2377
1.531,-0.2941
1.532,-0.4324
1.533,-0.7201
1.534,-0.5164
1.535,-0.6143
1.536,-0.5942
1.537,-0.5616
1.538,-0.3594
1.539,-0.3571
1.54,-0.2377
1.541,-0.0898
1.542,0.0288
1.543,0.0868
1.544,0.1998
1.545,0.1695
1.546,0.2054
1.547,0.0803
1.548,0.0601
1.549,-0.122
1.55,-0.2928
1.551,-0.425
1.552,-0.4936
1.553,-0.4388
1.554,-0.5628
1.555,-0.5874
1.556,-0.6132
1.557,-0.398
1.558,-0.4071
1.559,-0.3865
1.56,-0.2609
1.561,-0.1117
1.562,0.0075
1.563,0.1113
1.564,0.113
1.565,0.242
1.566,0.2609
1.567,0.0394
1.568,0.0625
1.569,-0.1714
1.57,-0.2128
1.571,-0.3879
1.572,-0.4115
1.573,-0.5572
1.574,-0.6833
1.575,-0.5633
1.576,-0.5723
1.577,-0.5213
1.578,-0.4385
1.579,-0.3514
1.58,-0.1326
1.581,-0.1345
1.582,0.1305
1.583,0.0818
1.584,0.1343
1.585,0.2345
1.586,0.2303
1.587,0.1267
1.588,0.0627
1.589,-0.0933
1.59,-0.2634
1.591,-0.2942
1.592,-0.4409
1.593,-0.5594
1.594,-0.6092
1.595,-0.6416
1.596,-0.5549
1.597,-0.4378
1.598,-0.3977
1.599,-0.3498
1.6,-0.1197
1.601,-0.0555
1.602,0.0761
1.603,0.1372
1.604,0.1935
1.605,0.121
1.606,0.2735
1.607,0.2051
1.608,-0.0761
1.609,0.0356
1.61,-0.294
1.611,-0.3809
1.612,-0.3998
1.613,-0.501
1.614,-0.6682
1.615,-0.5848
1.616,-0.6661
1.617,-0.4537
1.618,-0.4329
1.619,-0.1604
1.62,-0.1888
1.621,-0.0484
1.622,0.1013
1.623,0.1034
1.624,0.2272
1.625,0.2738
1.626,0.2193
1.627,0.1443
1.628,0.0879
1.629,-0.1736
1.63,-0.1912
1.631,-0.292
1.632,-0.323
1.633,-0.5653
1.634,-0.6474
1.635,-0.5756
1.636,-0.6667
1.637,-0.5185
1.638,-0.3598
1.639,-0.2892
1.64,-0.2196
1.641,-0.034
1.642,0.0595
1.643,0.1673
1.644,0.1396
1.645,0.2658
1.646,0.1126
1.647,0.1152
1.648,0.0441
1.649,-0.0159
1.65,-0.2277
1.651,-0.2982
1.652,-0.4671
1.653,-0.6158
1.654,-0.568
1.655,-0.5556
1.656,-0.5999
1.657,-0.5026
1.658,-0.4289
1.659,-0.296
1.66,-0.1437
1.661,-0.0632
1.662,0.0751
1.663,0.0993
1.664,0.2165
1.665,0.2409
1.666,0.2328
1.667,0.1297
1.668,0.1084
1.669,0.005
1.67,-0.2008
1.671,-0.2856
1.672,-0.3533
1.673,-0.5312
1.674,-0.6531
1.675,-0.511
1.676,-0.5426
1.677,-0.3894
1.678,-0.3723
1.679,-0.3137
1.68,-0.1509
1.681,-0.0178
1.682,0.0881
1.683,0.1361
1.684,0.2614
1.685,0.1841
1.686,0.1981
1.687,0.2028
1.688,-0.0082
1.689,-0.0693
1.69,-0.1538
1.691,-0.3
1.692,-0.4029
1.693,-0.4358
1.694,-0.5247
1.695,-0.5142
1.696,-0.5848
1.697,-0.4797
1.698,-0.2965
1.699,-0.2038
1.7,-0.0636
1.701,-0.0194
1.702,0.1725
1.703,0.2456
1.704,0.1914
1.705,0.2315
1.706,0.1856
1.707,0.2015
1.708,0.0134
1.709,-0.0689
1.71,-0.2438
1.711,-0.3161
1.712,-0.3779
1.713,-0.4732
1.714,-0.5207
1.715,-0.517
1.716,-0.4801
1.717,-0.4465
1.718,-0.3847
1.719,-0.3733
1.72,-0.0907
1.721,0.0419
1.722,0.1129
1.723,0.1097
1.724,0.1835
1.725,0.1687
1.726,0.2691
1.727,0.2017
1.728,0.1512
1.729,-0.0924
1.73,-0.144
1.731,-0.2611
1.732,-0.4
1.733,-0.3599
1.734,-0.5233
1.735,-0.4502
1.736,-0.4962
1.737,-0.3737
1.738,-0.3268
1.739,-0.2842
1.74,-0.1812
1.741,-0.0067
1.742,0.0952
1.743,0.1398
1.744,0.1802
1.745,0.2761
1.746,0.3298
1.747,0.192
1.748,0.104
1.749,0.0272
1.75,-0.1797
1.751,-0.2007
1.752,-0.3054
1.753,-0.5122
1.754,-0.4817
1.755,-0.5538
1.756,-0.5251
1.757,-0.3129
1.758,-0.3436
1.759,-0.1779
1.76,-0.0582
1.761,0.0413
1.762,0.0598
1.763,0.2034
1.764,0.175
1.765,0.2798
1.766,0.2752
1.767,0.2435
1.768,0.1044
1.769,0.0625
1.77,-0.1491
1.771,-0.1684
1.772,-0.311
1.773,-0.5014
1.774,-0.4802
1.775,-0.4262
1.776,-0.4915
1.777,-0.4356
1.778,-0.3742
1.779,-0.2043
1.78,-0.0618
1.781,0.0015
1.782,0.159
1.783,0.2489
1.784,0.2851
1.785,0.285
1.786,0.2928
1.787,0.2068
1.788,0.1941
1.789,0.0139
1.79,-0.1143
1.791,-0.2037
1.792,-0.3008
1.793,-0.4215
1.794,-0.4703
1.795,-0.5121
1.796,-0.4291
1.797,-0.42
1.798,-0.3801
1.799,-0.2354
1.8,-0.0106
1.801,0.0724
1.802,0.1901
1.803,0.2485
1.804,0.3064
1.805,0.2572
1.806,0.2555
1.807,0.2148
1.808,0.1504
1.809,0.0752
1.81,-0.1858
1.811,-0.186
1.812,-0.3932
1.813,-0.3529
1.814,-0.4655
1.815,-0.4815
1.816,-0.3714
1.817,-0.4016
1.818,-0.3747
1.819,-0.183
1.82,-0.0735
1.821,0.1022
1.822,0.2349
1.823,0.3052
1.824,0.3026
1.825,0.3727
1.826,0.3002
1.827,0.2326
1.828,0.216
1.829,-0.0046
1.83,-0.082
1.831,-0.1622
1.832,-0.2852
1.833,-0.3837
1.834,-0.3857
1.835,-0.5092
1.836,-0.3943
1.837,-0.3528
1.838,-0.1983
1.839,-0.2087
1.84,-0.0688
1.841,0.1295
1.842,0.1826
1.843,0.4012
1.844,0.312
1.845,0.3633
1.846,0.2722
1.847,0.3187
1.848,0.2179
1.849,0.0677
1.85,-0.0019
1.851,-0.1198
1.852,-0.2989
1.853,-0.462
1.854,-0.5025
1.855,-0.4534
1.856,-0.4438
1.857,-0.3384
1.858,-0.2647
1.859,-0.1435
1.86,0.0075
1.861,0.1261
1.862,0.2292
1.863,0.2448
1.864,0.3729
1.865,0.3822
1.866,0.3315
1.867,0.2779
1.868,0.1702
1.869,0.0836
1.87,-0.063
1.871,-0.0593
1.872,-0.2579
1.873,-0.3746
1.874,-0.4073
1.875,-0.4852
1.876,-0.3153
1.877,-0.2951
1.878,-0.2708
1.879,-0.0705
1.88,0.0808
1.881,0.1359
1.882,0.2198
1.883,0.2546
1.884,0.3107
1.885,0.314
1.886,0.2994
1.887,0.3036
1.888,0.1452
1.889,0.1187
1.89,-0.0734
1.891,-0.1527
1.892,-0.2841
1.893,-0.4309
1.894,-0.411
1.895,-0.4284
1.896,-0.4166
1.897,-0.3318
1.898,-0.2154
1.899,-0.1639
1.9,0.0173
1.901,0.2105
1.902,0.2651
1.903,0.3282
1.904,0.3555
1.905,0.4215
1.906,0.3928
1.907,0.3707
1.908,0.2558
1.909,0.0783
1.91,-0.0051
1.911,-0.2686
1.912,-0.2313
1.913,-0.2932
1.914,-0.3169
1.915,-0.3924
1.916,-0.3512
1.917,-0.3355
1.918,-0.2735
1.919,-0.0893
1.92,0.06
1.921,0.1433
1.922,0.2245
1.923,0.3575
1.924,0.399
1.925,0.4407
1.926,0.5
1.927,0.2607
1.928,0.239
1.929,0.102
1.93,0.0406
1.931,-0.0895
1.932,-0.1742
1.933,-0.3763
1.934,-0.4158
1.935,-0.3559
1.936,-0.3366
1.937,-0.2918
1.938,-0.1717
1.939,-0.2189
1.94,0.1024
1.941,0.1218
1.942,0.3131
1.943,0.3641
1.944,0.379
1.945,0.4834
1.946,0.407
1.947,0.3016
1.948,0.2865
1.949,0.1566
1.95,0.0331
1.951,-0.0075
1.952,-0.2296
1.953,-0.3357
1.954,-0.2108
1.955,-0.3373
1.956,-0.3286
1.957,-0.4157
1.958,-0.2523
1.959,-0.05
1.96,-0.0773
1.961,0.204
1.962,0.2684
1.963,0.4811
1.964,0.4698
1.965,0.5205
1.966,0.4616
1.967,0.3967
1.968,0.1903
1.969,0.2704
1.97,-0.0089
1.971,-0.0757
1.972,-0.2746
1.973,-0.2837
1.974,-0.3013
1.975,-0.3075
1.976,-0.3605
1.977,-0.2785
1.978,-0.1646
1.979,-0.0985
1.98,0.0113
1.981,0.2335
1.982,0.3263
1.983,0.4534
1.984,0.4219
1.985,0.5365
1.986,0.4393
1.987,0.3669
1.988,0.3301
1.989,0.158
1.99,0.0313
1.991,-0.013
1.992,-0.1603
1.993,-0.2202
1.994,-0.2906
1.995,-0.3767
1.996,-0.2922
1.997,-0.2306
1.998,-0.0937
1.999,0.0066
2.0,0.1366
2.001,0.259
2.002,0.3496
2.003,0.4803
2.004,0.5203
2.005,0.5364
2.006,0.4375
2.007,0.428
2.008,0.3163
2.009,0.2653
2.01,0.0551
2.011,0.0048
2.012,-0.1754
2.013,-0.2713
2.014,-0.2591
2.015,-0.3059
2.016,-0.2589
2.017,-0.1577
2.018,-0.0527
2.019,0.019
2.02,0.2297
2.021,0.2242
2.022,0.4111
2.023,0.4452
2.024,0.5429
2.025,0.6377
2.026,0.4278
2.027,0.3931
2.028,0.3087
2.029,0.1922
2.03,0.0972
2.031,-0.0414
2.032,-0.1913
2.033,-0.2224
2.034,-0.317
2.035,-0.3739
2.036,-0.2226
2.037,-0.2108
2.038,-0.0342
2.039,0.0995
2.04,0.1706
2.041,0.2954
2.042,0.4205
2.043,0.4271
2.044,0.6369
2.045,0.4728
2.046,0.5897
2.047,0.3476
2.048,0.2861
2.049,0.1964
2.05,0.1161
2.051,-0.0483
2.052,-0.1125
2.053,-0.1939
2.054,-0.296
2.055,-0.2395
2.056,-0.2414
2.057,-0.2124
2.058,0.0165
2.059,0.057
2.06,0.1348
2.061,0.3026
2.062,0.328
2.063,0.4504
2.064,0.5083
2.065,0.5373
2.066,0.4306
2.067,0.4549
2.068,0.3361
2.069,0.2635
2.07,0.1199
2.071,-0.1052
2.072,-0.1319
2.073,-0.1236
2.074,-0.1528
2.075,-0.2653
2.076,-0.2261
2.077,-0.0886
2.078,-0.0199
2.079,0.1431
2.08,0.2302
2.081,0.3061
2.082,0.4065
2.083,0.4676
2.084,0.5486
2.085,0.4201
2.086,0.4975
2.087,0.4941
2.088,0.4343
2.089,0.3447
2.09,0.2457
2.091,0.0963
2.092,-0.0689
2.093,-0.1666
2.094,-0.252
2.095,-0.288
2.096,-0.2165
2.097,-0.1606
2.098,0.005
2.099,0.0832
2.1,0.221
2.101,0.3803
2.102,0.3407
2.103,0.5916
2.104,0.5285
2.105,0.5559
2.106,0.5354
2.107,0.4872
2.108,0.5281
2.109,0.3064
2.11,0.1676
2.111,-0.011
2.112,-0.0191
2.113,-0.2289
2.114,-0.1
2.115,-0.2277
2.116,-0.1503
2.117,-0.0923
2.118,0.1441
2.119,0.0513
2.12,0.2827
2.121,0.357
2.122,0.4325
2.123,0.5754
2.124,0.5988
2.125,0.637
2.126,0.554
2.127,0.5559
2.128,0.4134
2.129,0.263
2.13,0.1758
2.131,0.0003
2.132,-0.0408
2.133,-0.2054
2.134,-0.1743
2.135,-0.1615
2.136,-0.0521
2.137,-0.1938
2.138,-0.2033
2.139,0.1333
2.14,0.1827
2.141,0.4005
2.142,0.5893
2.143,0.6068
2.144,0.7122
2.145,0.4751
2.146,0.4834
2.147,0.4916
2.148,0.1949
2.149,0.2862
2.15,0.3918
2.151,0.0787
2.152,-0.0362
2.153,-0.1727
2.154,-0.2845
2.155,0.0206
2.156,-0.0959
2.157,-0.0654
2.158,-0.0474
2.159,0.0525
2.16,0.3813
2.161,0.3531
2.162,0.3305
2.163,0.7638
2.164,0.7354
2.165,0.7642
2.166,0.5547
2.167,0.5622
2.168,0.4572
2.169,0.0916
2.17,0.1459
2.171,0.0875
2.172,0.101
2.173,-0.1007
2.174,-0.1322
2.175,-0.2702
2.176,-0.1805
2.177,-0.0803
2.178,0.2048
2.179,0.2482
2.18,0.2195
2.181,0.7244
2.182,0.4966
2.183,0.4439
2.184,0.516
2.185,0.4352
2.186,0.4401
2.187,0.5062
2.188,0.3681
2.189,0.501
2.19,0.3183
2.191,0.1969
2.192,-0.0336
2.193,0.0264
2.194,-0.1936
2.195,-0.0736
2.196,0.0724
2.197,-0.0784
2.198,0.157
2.199,0.385
2.2,0.3765
2.201,0.4253
2.202,0.3857
2.203,0.6371
2.204,0.8212
2.205,0.8031
2.206,0.7673
2.207,0.8041
2.208,0.6126
2.209,0.2284
2.21,-0.1131
2.211,0.2579
2.212,0.0928
2.213,-0.0383
2.214,-0.1276
2.215,-0.4031
2.216,0.1366
2.217,0.0581
2.218,0.428
2.219,0.4569
2.22,0.6038
2.221,0.6724
2.222,0.2932
2.223,0.5466
2.224,0.74
2.225,0.4734
2.226,1.107
2.227,0.3191
2.228,0.7022
2.229,0.5721
2.23,0.1086
2.231,0.0995
2.232,0.0602
2.233,0.2744
2.234,0.0765
2.235,-0.1486
2.236,0.1315
2.237,0.1365
2.238,0.1037
2.239,0.5834
2.24,0.515
2.241,0.6677
2.242,0.2324
2.243,0.8589
2.244,1.131
2.245,0.4792
2.246,0.4511
2.247,0.6468
2.248,0.2533
2.249,0.5227
2.25,0.0607
2.251,-0.0492
2.252,0.0618
2.253,0.1673
2.254,0.0096
2.255,-0.2649
2.256,-0.1525
2.257,0.4121
2.258,0.1495
2.259,-0.0138
2.26,0.5384
2.261,0.387
2.262,0.6337
2.263,0.5598
2.264,0.2511
2.265,0.7551
2.266,0.5125
2.267,0.8991
2.268,0.5035
2.269,0.0736
2.27,0.3404
2.271,0.2645
2.272,-0.3489
2.273,-0.1797
2.274,-0.428
2.275,-0.1374
2.276,0.1196
2.277,-0.109
2.278,0.3084
2.279,0.1737
2.28,0.3974
2.281,0.4693
2.282,0.7039
2.283,0.5341
2.284,0.8801
2.285,0.3843
2.286,0.6025
2.287,0.373
2.288,0.0028
2.289,0.7439
2.29,0.5961
2.291,0.1135
2.292,0.1556
2.293,0.3094
2.294,-0.0646
2.295,0.3678
2.296,0.081
2.297,0.6154
2.298,0.5782
2.299,0.5297
2.3,0.5113
2.301,0.4946
2.302,0.7953
2.303,1.1078
2.304,1.1741
2.305,1.3933
2.306,0.356
2.307,0.7805
2.308,-0.3113
2.309,0.3371
2.31,0.6682
2.311,0.4079
2.312,0.5741
2.313,-0.1429
2.314,-0.1036
2.315,-0.0439
2.316,-0.584
2.317,-0.591
2.318,0.3349
2.319,0.5516
2.32,0.721
2.321,0.6159
2.322,0.3449
2.323,0.232
2.324,0.7879
2.325,0.7587
2.326,0.7029
2.327,0.4397
2.328,0.2193
2.329,0.634
2.33,-0.0583
2.331,-0.3705
2.332,0.2267
2.333,-0.484
2.334,-0.2051
2.335,-0.2928
2.336,-0.689
2.337,0.2011
2.338,0.4884
2.339,0.6278
2.34,0.9865
2.341,0.3181
2.342,0.8258
2.343,0.7067
2.344,0.7289
2.345,0.4047
2.346,0.1177
2.347,0.1495
2.348,0.9138
2.349,0.8934
2.35,0.6429
2.351,0.13
2.352,-0.0195
2.353,-0.3305
2.354,0.0917
2.355,-0.5246
2.356,-0.1588
2.357,0.9339
2.358,0.5374
2.359,-0.1024
2.36,0.8866
2.361,0.3788
2.362,0.8294
2.363,1.8322
2.364,1.4304
2.365,0.9626
2.366,0.9613
2.367,0.9828
2.368,1.3622
2.369,0.6086
2.37,0.8965
2.371,0.4749
2.372,-0.1982
2.373,0.1334
2.374,1.0087
2.375,-0.9566
2.376,-0.128
2.377,-0.2985
2.378,0.6714
2.379,0.1277
2.38,-0.0875
2.381,0.0374
2.382,1.1832
2.383,0.841
2.384,0.3704
2.385,1.3457
2.386,1.1888
2.387,0.6912
2.388,0.7843
2.389,0.1473
2.39,0.1948
2.391,0.0532
2.392,0.502
2.393,-0.3208
2.394,0.3031
2.395,0.9431
2.396,0.1154
2.397,0.0843
2.398,0.3876
2.399,-0.4213
2.4,0.2576
2.401,0.98
2.402,0.9083
2.403,0.544
2.404,-0.2005
2.405,0.9675
2.406,0.0242
2.407,0.9289
2.408,1.1122
2.409,0.7735
2.41,0.2086
2.411,0.0244
2.412,0.962
2.413,0.4439
2.414,-0.1808
2.415,1.0587
2.416,-1.3108
2.417,0.1321
2.418,-0.1401
2.419,0.132
2.42,0.066
2.421,0.7002
2.422,0.4978
2.423,0.109
2.424,0.4357
2.425,0.8983
2.426,0.9919
2.427,-0.6088
2.428,0.406
2.429,0.9938
2.43,0.597
2.431,0.1472
2.432,0.3451
2.433,-0.7853
2.434,0.1059
2.435,0.0034
2.436,1.1666
2.437,-0.2895
2.438,1.2807
2.439,0.7928
2.44,0.4075
2.441,0.4133
2.442,-0.3798
2.443,0.5854
2.444,1.1986
2.445,0.7307
2.446,0.4062
2.447,0.2462
2.448,-0.0981
2.449,0.1828
2.45,1.2121
2.451,-0.4827
2.452,0.2109
2.453,-0.9005
2.454,1.8054
2.455,0.4384
2.456,1.1158
2.457,-0.1139
2.458,1.3095
2.459,0.2936
2.46,0.3822
2.461,0.1938
2.462,0.2894
2.463,0.7565
2.464,0.9537
2.465,0.5596
2.466,1.2302
2.467,0.0508
2.468,-0.0654
2.469,0.553
2.47,0.4059
2.471,0.9144
2.472,-0.4591
2.473,-1.4006
2.474,0.5988
2.475,-0.5704
2.476,0.9011
2.477,-0.3889
2.478,-0.0471
2.479,-0.1013
2.48,-0.8198
2.481,0.114
2.482,0.3645
2.483,-0.8831
2.484,-0.0335
2.485,-0.4075
2.486,0.4305
2.487,1.5298
2.488,0.0997
2.489,-0.0919
2.49,1.2682
2.491,0.1421
2.492,0.5952
2.493,0.9333
2.494,0.6506
2.495,0.6508
2.496,0.762
2.497,-0.5951
2.498,2.2503
2.499,0.7954
2.5,-0.2164
2.501,0.9506
2.502,1.3376
2.503,1.2215
2.504,-0.2941
2.505,1.3185
2.506,0.5008
2.507,0.7714
2.508,1.0071
2.509,-0.0718
2.51,0.1956
2.511,1.3794
2.512,0.4804
2.513,0.4441
2.514,0.1229
2.515,0.8562
2.516,0.0338
2.517,0.3733
2.518,-0.0042
2.519,-0.0234
2.52,-0.0757
2.521,-0.0532
2.522,0.9983
2.523,1.6682
2.524,0.9574
2.525,0.0248
2.526,0.6176
2.527,0.4301
2.528,0.1626
2.529,-0.2827
2.53,1.2274
2.531,0.548
2.532,-0.3661
2.533,-0.5245
2.534,0.2963
2.535,-0.6859
2.536,-0.7222
2.537,1.6635
2.538,1.2704
2.539,1.1923
2.54,0.6884
2.541,0.9487
2.542,1.9878
2.543,1.2769
2.544,1.2799
2.545,0.7421
2.546,0.46
2.547,1.4686
2.548,1.0508
2.549,0.1377
2.55,-1.2245
2.551,0.0424
2.552,0.7675
2.553,-0.4109
2.554,0.4349
2.555,1.0174
2.556,2.2235
2.557,-0.5362
2.558,0.0947
2.559,1.102
2.56,0.9744
2.561,0.4271
2.562,0.0523
2.563,0.1263
2.564,-0.5341
2.565,1.2521
2.566,1.0406
2.567,1.8466
2.568,0.9945
2.569,-1.2868
2.57,1.5819
2.571,0.537
2.572,0.8591
2.573,-0.1477
2.574,-0.0548
2.575,1.8391
2.576,-1.2354
2.577,-0.0992
2.578,-1.1135
2.579,0.9058
2.58,1.1728
2.581,1.9809
2.582,-0.628
2.583,-0.3311
2.584,-0.1233
2.585,2.5402
2.586,0.3659
2.587,0.5231
2.588,1.1681
2.589,-0.889
2.59,1.3758
2.591,-0.0016
2.592,-0.6398
2.593,-1.8451
2.594,-1.0989
2.595,0.5203
2.596,2.0368
2.597,0.1439
2.598,-0.3357
2.599,0.7811
2.6,0.8828
2.601,-0.0683
2.602,-1.882
2.603,0.3365
2.604,0.8685
2.605,2.2603
2.606,0.7897
2.607,2.0057
2.608,1.1317
2.609,0.0177
2.61,2.1023
2.611,1.2106
2.612,-1.567
2.613,1.0351
2.614,1.4684
2.615,-0.4343
2.616,0.7933
2.617,0.4723
2.618,0.6702
2.619,-0.5554
2.62,-0.4188
2.621,0.4679
2.622,-1.1446
2.623,2.8288
2.624,0.8182
2.625,0.3836
2.626,1.3268
2.627,1.5956
2.628,-1.186
2.629,1.5305
2.63,1.4636
2.631,-0.9636
2.632,-0.0741
2.633,-0.277
2.634,-0.0652
2.635,-1.8567
2.636,-0.1512
2.637,0.7048
2.638,-1.7996
2.639,1.4117
2.64,1.9969
2.641,0.0026
2.642,-0.3135
2.643,-1.554
2.644,0.6984
2.645,1.884
2.646,0.9464
2.647,-0.0251
2.648,0.288
2.649,-0.465
2.65,1.4258
2.651,-0.3424
2.652,0.6345
2.653,-1.3276
2.654,0.6927
2.655,0.6049
2.656,1.1842
2.657,0.5489
2.658,-2.5797
2.659,-1.0847
2.66,1.2145
2.661,-0.6579
2.662,2.1823
2.663,0.614
2.664,0.2608
2.665,0.0728
2.666,0.4913
2.667,-0.7401
2.668,1.1656
2.669,1.5017
2.67,0.4021
2.671,1.5253
2.672,0.1215
2.673,1.3258
2.674,0.8186
2.675,0.6907
2.676,2.1614
2.677,0.0146
2.678,-1.7709
2.679,0.1836
2.68,-0.6121
2.681,-0.2866
2.682,-1.7551
2.683,-0.1658
2.684,-1.5767
2.685,2.0199
2.686,2.4131
2.687,0.7994
2.688,-1.3346
2.689,2.7371
2.69,1.3999
2.691,1.8841
2.692,1.3506
2.693,1.4956
2.694,-0.9571
2.695,-1.4291
2.696,-0.8856
2.697,-0.98
2.698,1.1952
2.699,0.5785
2.7,0.9916
2.701,-0.542
2.702,0.6386
2.703,0.6591
2.704,0.3181
2.705,0.4121
2.706,0.5939
2.707,2.7152
2.708,2.4825
2.709,-0.5874
2.71,-0.8782
2.711,1.3043
2.712,1.1968
2.713,-1.5628
2.714,-0.6962
2.715,-2.9712
2.716,-1.9389
2.717,2.0837
2.718,0.0537
2.719,0.2843
2.72,1.8143
2.721,0.4846
2.722,-1.1825
2.723,3.5638
2.724,-0.906
2.725,3.4353
2.726,1.7588
2.727,0.0095
2.728,0.6732
2.729,-0.1956
2.73,0.3503
2.731,-0.9677
2.732,-0.4097
2.733,1.6714
2.734,-1.004
2.735,0.5248
2.736,1.0529
2.737,-0.1367
2.738,-1.9966
2.739,-1.0896
2.74,1.4942
2.741,2.5047
2.742,1.5906
2.743,0.0231
2.744,0.4681
2.745,1.9988
2.746,-0.7375
2.747,-1.3534
2.748,-0.8305
2.749,2.0058
2.75,-1.2596
2.751,-0.5025
2.752,1.6935
2.753,0.6551
2.754,-0.8725
2.755,2.0023
2.756,-2.7007
2.757,-0.1241
2.758,-0.7258
2.759,-1.1209
2.76,1.7527
2.761,0.7578
2.762,0.8629
2.763,-0.0943
2.764,1.6641
2.765,1.2101
2.766,1.3279
2.767,-0.3672
2.768,1.8909
2.769,-0.4972
2.77,-0.591
2.771,0.7154
2.772,1.1455
2.773,0.6881
2.774,-0.3744
2.775,0.2247
2.776,-0.366
2.777,0.7441
2.778,-1.1807
2.779,0.2706
2.78,-0.4203
2.781,0.9467
2.782,2.3686
2.783,1.491
2.784,0.9455
2.785,1.292
2.786,0.6011
2.787,0.5112
2.788,0.0005
2.789,-0.1121
2.79,0.3992
2.791,-0.6245
2.792,-0.3233
2.793,0.9723
2.794,-0.1459
2.795,0.8383
2.796,-0.2994
2.797,0.2274
2.798,0.0108
2.799,-0.1076
2.8,0.0699
2.801,2.5282
2.802,0.3954
2.803,2.54
2.804,-0.2525
2.805,1.3243
2.806,-0.063
2.807,0.3589
2.808,2.0581
2.809,-0.0801
2.81,0.6361
2.811,2.7204
2.812,-0.3062
2.813,1.3143
2.814,1.3883
2.815,1.2176
2.816,0.3509
2.817,-1.9919
2.818,-1.9199
2.819,-1.2044
2.82,2.5188
2.821,-0.6704
2.822,0.0407
2.823,-1.1079
2.824,-0.8619
2.825,1.8733
2.826,0.1024
2.827,1.4609
2.828,-0.3424
2.829,-2.0494
2.83,-0.1487
2.831,-0.1956
2.832,-0.51
2.833,-2.1556
2.834,0.5965
2.835,-0.3769
2.836,-0.0866
2.837,-0.0019
2.838,1.6038
2.839,-3.0705
2.84,-2.2986
2.841,-0.0517
2.842,-0.1084
2.843,0.4298
2.844,1.5717
2.845,0.575
2.846,0.9132
2.847,-0.825
2.848,1.7746
2.849,-1.0152
2.85,1.4625
2.851,1.0667
2.852,0.8163
2.853,-2.3654
2.854,0.5223
2.855,1.8539
2.856,0.3359
2.857,1.3454
2.858,2.3042
2.859,0.5651
2.86,1.0893
2.861,-1.1832
2.862,1.7588
2.863,-0.6753
2.864,1.7619
2.865,1.2236
2.866,-0.9096
2.867,1.5648
2.868,0.1995
2.869,-0.79
2.87,2.2404
2.871,-0.3463
2.872,0.5505
2.873,0.8665
2.874,1.5955
2.875,-0.4789
2.876,-0.2079
2.877,-0.3912
2.878,-0.9801
2.879,2.3677
2.88,0.4164
2.881,-1.0648
2.882,-0.1133
2.883,-0.8595
2.884,-1.6552
2.885,-1.4792
2.886,-0.5024
2.887,1.8253
2.888,0.0911
2.889,-0.25
2.89,-1.0266
2.891,0.1203
2.892,-0.0033
2.893,0.6808
2.894,-0.5652
2.895,1.7804
2.896,2.3396
2.897,0.7911
2.898,-1.5702
2.899,0.8269
2.9,0.2402
2.901,1.0847
2.902,0.2102
2.903,1.2415
2.904,1.2852
2.905,2.8677
2.906,1.5828
2.907,0.7571
2.908,2.7221
2.909,-2.917
2.91,-2.1449
2.911,1.6687
2.912,0.4182
2.913,-0.1467
2.914,0.3311
2.915,-2.0047
2.916,-3.0904
2.917,0.3035
2.918,-0.5589
2.919,0.7807
2.92,0.645
2.921,-0.3944
2.922,0.1773
2.923,2.5553
2.924,2.5326
2.925,1.6593
2.926,-0.5807
2.927,0.6648
2.928,0.3652
2.929,0.219
2.93,-0.7018
2.931,1.5529
2.932,1.7965
2.933,-0.6554
2.934,1.3406
2.935,-0.9509
2.936,-0.4634
2.937,0.0769
2.938,-1.3822
2.939,2.6733
2.94,4.2447
2.941,0.6985
2.942,-0.3097
2.943,-1.8302
2.944,0.1951
2.945,0.3221
2.946,1.0123
2.947,0.9894
2.948,0.7643
2.949,-0.9223
2.95,0.5769
2.951,-2.2859
2.952,0.1882
2.953,0.6131
2.954,-1.1487
2.955,1.9678
2.956,-1.4571
2.957,1.3752
2.958,-0.2626
2.959,1.5728
2.96,1.2439
2.961,-0.9699
2.962,0.2215
2.963,0.5152
2.964,0.3122
2.965,0.5523
2.966,0.546
2.967,-2.269
2.968,1.0495
2.969,-0.7148
2.97,-1.5178
2.971,0.5491
2.972,-0.8589
2.973,-0.1281
2.974,-1.5887
2.975,1.513
2.976,0.2697
2.977,-0.088
2.978,-1.0497
2.979,0.0521
2.98,-0.3181
2.981,1.4753
2.982,1.0251
2.983,1.8118
2.984,-2.1835
2.985,-1.2914
2.986,-1.4221
2.987,-1.7897
2.988,1.8379
2.989,-0.1343
2.99,-0.8613
2.991,0.1104
2.992,-0.9801
2.993,-0.6186
2.994,-0.1685
2.995,2.3942
2.996,0.7798
2.997,-2.6722
2.998,0.2518
2.999,-1.2235
3.0,-0.5361
3.001,0.188
3.002,3.7955
3.003,-1.1053
3.004,1.5054
